task_1	task_2	acc	recall	precision	f1
HIGH_VS_LOOSER__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PIR__0__0	0.69875	0.94	0.6901615271659325	0.7959356477561389
HIGH_VS_LOOSER__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PIR__0__1	0.69625	0.926	0.6920777279521674	0.7921300256629598
HIGH_VS_LOOSER__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PIR__0__2	0.5583333333333333	0.9066666666666666	0.5343811394891945	0.6724351050679851
HIGH_VS_LOOSER__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PIR__0__3	0.5983333333333334	0.93	0.5591182364729459	0.6983729662077597
HIGH_VS_LOOSER__HR2P__auto__2__42	ONE_VS_ONE__HR2P__HR2PIR__0__4	0.595	0.92	0.5575757575757576	0.6943396226415096
HIGH_VS_95LOW__HR2P__auto__3__42	HIGH_VS_95LOW__HR2P__auto__0__42	0.976	0.992	0.9612403100775194	0.9763779527559056
HIGH_VS_95LOW__HR2P__auto__3__42	HIGH_VS_LOOSER__HR2P__auto__0__42	0.682	0.992	0.6123456790123457	0.7572519083969466
HIGH_VS_95LOW__HR2P__auto__3__42	HIGH_VS_95LOW__HR2P__auto__1__42	0.976	0.992	0.9612403100775194	0.9763779527559056
HIGH_VS_95LOW__HR2P__auto__3__42	HIGH_VS_LOOSER__HR2P__auto__1__42	0.682	0.992	0.6123456790123457	0.7572519083969466
HIGH_VS_95LOW__HR2P__auto__3__42	HIGH_VS_95LOW__HR2P__auto__2__42	0.976	0.992	0.9612403100775194	0.9763779527559056
HIGH_VS_95LOW__HR2P__auto__3__42	HIGH_VS_LOOSER__HR2P__auto__2__42	0.682	0.992	0.6123456790123457	0.7572519083969466
HIGH_VS_95LOW__HR2P__auto__3__42	HIGH_VS_95LOW__HR2P__auto__3__42	0.976	0.992	0.9612403100775194	0.9763779527559056
HIGH_VS_95LOW__HR2P__auto__3__42	HIGH_VS_LOOSER__HR2P__auto__3__42	0.682	0.992	0.6123456790123457	0.7572519083969466
HIGH_VS_95LOW__HR2P__auto__3__42	HIGH_VS_95LOW__HR2P__auto__0__0	0.988	1.0	0.9765625	0.9881422924901185
HIGH_VS_95LOW__HR2P__auto__3__42	HIGH_VS_LOOSER__HR2P__auto__0__0	0.676	1.0	0.6067961165048543	0.755287009063444
HIGH_VS_95LOW__HR2P__auto__3__42	HIGH_VS_95LOW__HR2P__auto__0__1	0.982	0.996	0.9688715953307393	0.9822485207100591
HIGH_VS_95LOW__HR2P__auto__3__42	HIGH_VS_LOOSER__HR2P__auto__0__1	0.669	0.996	0.6021765417170496	0.7505651846269783
HIGH_VS_95LOW__HR2P__auto__3__42	HIGH_VS_95LOW__HR2P__auto__0__2	0.987	0.998	0.9765166340508806	0.9871414441147378
HIGH_VS_95LOW__HR2P__auto__3__42	HIGH_VS_LOOSER__HR2P__auto__0__2	0.675	0.998	0.606318347509113	0.7543461829176115
HIGH_VS_95LOW__HR2P__auto__3__42	HIGH_VS_95LOW__HR2P__auto__0__3	0.986	1.0	0.9727626459143969	0.9861932938856015
HIGH_VS_95LOW__HR2P__auto__3__42	HIGH_VS_LOOSER__HR2P__auto__0__3	0.681	1.0	0.6105006105006106	0.7581501137225171
HIGH_VS_95LOW__HR2P__auto__3__42	HIGH_VS_95LOW__HR2P__auto__0__4	0.98	0.998	0.9633204633204633	0.980353634577603
HIGH_VS_95LOW__HR2P__auto__3__42	HIGH_VS_LOOSER__HR2P__auto__0__4	0.696	0.998	0.6221945137157108	0.7665130568356375
HIGH_VS_95LOW__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PSR__0__42	0.995	0.992	1.0	0.9959839357429718
HIGH_VS_95LOW__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PSR__1__42	0.995	0.99	1.0	0.9949748743718593
HIGH_VS_95LOW__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PSR__2__42	0.995	0.992	1.0	0.9959839357429718
HIGH_VS_95LOW__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PSR__3__42	0.995	0.99	1.0	0.9949748743718593
HIGH_VS_95LOW__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PSR__0__0	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PSR__0__1	0.9975	0.996	1.0	0.9979959919839679
HIGH_VS_95LOW__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PSR__0__2	0.9983333333333333	0.9966666666666667	1.0	0.9983305509181971
HIGH_VS_95LOW__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PSR__0__3	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PSR__0__4	0.9983333333333333	0.9966666666666667	1.0	0.9983305509181971
HIGH_VS_95LOW__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PIR__0__42	0.55	0.99	0.526595744680851	0.6875000000000001
HIGH_VS_95LOW__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PIR__1__42	0.55	0.99	0.526595744680851	0.6875000000000001
HIGH_VS_95LOW__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PIR__2__42	0.66125	0.992	0.6500655307994757	0.7854315122723674
HIGH_VS_95LOW__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PIR__3__42	0.55	0.99	0.526595744680851	0.6875000000000001
HIGH_VS_95LOW__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PIR__0__0	0.66125	1.0	0.648508430609598	0.7867820613690009
HIGH_VS_95LOW__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PIR__0__1	0.65625	0.996	0.6459143968871596	0.7836349331235248
HIGH_VS_95LOW__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PIR__0__2	0.5333333333333333	0.9966666666666667	0.5173010380622838	0.6810933940774488
HIGH_VS_95LOW__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PIR__0__3	0.5516666666666666	1.0	0.5272407732864675	0.6904487917146145
HIGH_VS_95LOW__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PIR__0__4	0.5533333333333333	0.9966666666666667	0.5282685512367491	0.6905311778290992
HIGH_VS_LOOSER__HR2P__auto__3__42	HIGH_VS_95LOW__HR2P__auto__0__42	0.875	0.89	0.8640776699029126	0.8768472906403941
HIGH_VS_LOOSER__HR2P__auto__3__42	HIGH_VS_LOOSER__HR2P__auto__0__42	0.878	0.89	0.869140625	0.8794466403162055
HIGH_VS_LOOSER__HR2P__auto__3__42	HIGH_VS_95LOW__HR2P__auto__1__42	0.875	0.89	0.8640776699029126	0.8768472906403941
HIGH_VS_LOOSER__HR2P__auto__3__42	HIGH_VS_LOOSER__HR2P__auto__1__42	0.878	0.89	0.869140625	0.8794466403162055
HIGH_VS_LOOSER__HR2P__auto__3__42	HIGH_VS_95LOW__HR2P__auto__2__42	0.875	0.89	0.8640776699029126	0.8768472906403941
HIGH_VS_LOOSER__HR2P__auto__3__42	HIGH_VS_LOOSER__HR2P__auto__2__42	0.878	0.89	0.869140625	0.8794466403162055
HIGH_VS_LOOSER__HR2P__auto__3__42	HIGH_VS_95LOW__HR2P__auto__3__42	0.875	0.89	0.8640776699029126	0.8768472906403941
HIGH_VS_LOOSER__HR2P__auto__3__42	HIGH_VS_LOOSER__HR2P__auto__3__42	0.878	0.89	0.869140625	0.8794466403162055
HIGH_VS_LOOSER__HR2P__auto__3__42	HIGH_VS_95LOW__HR2P__auto__0__0	0.9	0.94	0.8703703703703703	0.9038461538461539
HIGH_VS_LOOSER__HR2P__auto__3__42	HIGH_VS_LOOSER__HR2P__auto__0__0	0.915	0.94	0.8952380952380953	0.9170731707317075
HIGH_VS_LOOSER__HR2P__auto__3__42	HIGH_VS_95LOW__HR2P__auto__0__1	0.867	0.918	0.8330308529945554	0.873453853472883
HIGH_VS_LOOSER__HR2P__auto__3__42	HIGH_VS_LOOSER__HR2P__auto__0__1	0.895	0.918	0.8776290630975143	0.8973607038123168
HIGH_VS_LOOSER__HR2P__auto__3__42	HIGH_VS_95LOW__HR2P__auto__0__2	0.876	0.904	0.8560606060606061	0.8793774319066149
HIGH_VS_LOOSER__HR2P__auto__3__42	HIGH_VS_LOOSER__HR2P__auto__0__2	0.902	0.904	0.900398406374502	0.9021956087824352
HIGH_VS_LOOSER__HR2P__auto__3__42	HIGH_VS_95LOW__HR2P__auto__0__3	0.88	0.918	0.8531598513011153	0.884393063583815
HIGH_VS_LOOSER__HR2P__auto__3__42	HIGH_VS_LOOSER__HR2P__auto__0__3	0.905	0.918	0.8947368421052632	0.9062191510365252
HIGH_VS_LOOSER__HR2P__auto__3__42	HIGH_VS_95LOW__HR2P__auto__0__4	0.872	0.918	0.8406593406593407	0.8776290630975143
HIGH_VS_LOOSER__HR2P__auto__3__42	HIGH_VS_LOOSER__HR2P__auto__0__4	0.906	0.918	0.896484375	0.9071146245059288
HIGH_VS_LOOSER__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PSR__0__42	0.93125	0.89	1.0	0.9417989417989417
HIGH_VS_LOOSER__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PSR__1__42	0.9416666666666667	0.8833333333333333	1.0	0.9380530973451328
HIGH_VS_LOOSER__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PSR__2__42	0.93125	0.89	1.0	0.9417989417989417
HIGH_VS_LOOSER__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PSR__3__42	0.9416666666666667	0.8833333333333333	1.0	0.9380530973451328
HIGH_VS_LOOSER__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PSR__0__0	0.9625	0.94	1.0	0.9690721649484536
HIGH_VS_LOOSER__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PSR__0__1	0.94875	0.918	1.0	0.9572471324296141
HIGH_VS_LOOSER__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PSR__0__2	0.955	0.91	1.0	0.9528795811518325
HIGH_VS_LOOSER__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PSR__0__3	0.9583333333333334	0.9166666666666666	1.0	0.9565217391304348
HIGH_VS_LOOSER__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PSR__0__4	0.9533333333333334	0.9066666666666666	1.0	0.9510489510489509
HIGH_VS_LOOSER__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PIR__0__42	0.575	0.8833333333333333	0.5463917525773195	0.6751592356687899
HIGH_VS_LOOSER__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PIR__1__42	0.575	0.8833333333333333	0.5463917525773195	0.6751592356687899
HIGH_VS_LOOSER__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PIR__2__42	0.65625	0.89	0.6691729323308271	0.7639484978540773
HIGH_VS_LOOSER__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PIR__3__42	0.575	0.8833333333333333	0.5463917525773195	0.6751592356687899
HIGH_VS_LOOSER__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PIR__0__0	0.69875	0.94	0.6901615271659325	0.7959356477561389
HIGH_VS_LOOSER__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PIR__0__1	0.6925	0.918	0.6912650602409639	0.7886597938144331
HIGH_VS_LOOSER__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PIR__0__2	0.5616666666666666	0.91	0.5363457760314342	0.6749072929542645
HIGH_VS_LOOSER__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PIR__0__3	0.5916666666666667	0.9166666666666666	0.5555555555555556	0.6918238993710691
HIGH_VS_LOOSER__HR2P__auto__3__42	ONE_VS_ONE__HR2P__HR2PIR__0__4	0.5866666666666667	0.9066666666666666	0.5528455284552846	0.6868686868686869
HIGH_VS_95LOW__HR2P__auto__0__0	HIGH_VS_95LOW__HR2P__auto__0__42	0.979	1.0	0.9596928982725528	0.9794319294809011
HIGH_VS_95LOW__HR2P__auto__0__0	HIGH_VS_LOOSER__HR2P__auto__0__42	0.673	1.0	0.6045949214026602	0.7535795026375283
HIGH_VS_95LOW__HR2P__auto__0__0	HIGH_VS_95LOW__HR2P__auto__1__42	0.979	1.0	0.9596928982725528	0.9794319294809011
HIGH_VS_95LOW__HR2P__auto__0__0	HIGH_VS_LOOSER__HR2P__auto__1__42	0.673	1.0	0.6045949214026602	0.7535795026375283
HIGH_VS_95LOW__HR2P__auto__0__0	HIGH_VS_95LOW__HR2P__auto__2__42	0.979	1.0	0.9596928982725528	0.9794319294809011
HIGH_VS_95LOW__HR2P__auto__0__0	HIGH_VS_LOOSER__HR2P__auto__2__42	0.673	1.0	0.6045949214026602	0.7535795026375283
HIGH_VS_95LOW__HR2P__auto__0__0	HIGH_VS_95LOW__HR2P__auto__3__42	0.979	1.0	0.9596928982725528	0.9794319294809011
HIGH_VS_95LOW__HR2P__auto__0__0	HIGH_VS_LOOSER__HR2P__auto__3__42	0.673	1.0	0.6045949214026602	0.7535795026375283
HIGH_VS_95LOW__HR2P__auto__0__0	HIGH_VS_95LOW__HR2P__auto__0__0	0.981	1.0	0.9633911368015414	0.9813542688910697
HIGH_VS_95LOW__HR2P__auto__0__0	HIGH_VS_LOOSER__HR2P__auto__0__0	0.656	1.0	0.5924170616113744	0.7440476190476191
HIGH_VS_95LOW__HR2P__auto__0__0	HIGH_VS_95LOW__HR2P__auto__0__1	0.984	1.0	0.9689922480620154	0.9842519685039369
HIGH_VS_95LOW__HR2P__auto__0__0	HIGH_VS_LOOSER__HR2P__auto__0__1	0.654	1.0	0.5910165484633569	0.7429420505200595
HIGH_VS_95LOW__HR2P__auto__0__0	HIGH_VS_95LOW__HR2P__auto__0__2	0.983	0.998	0.9689320388349515	0.9832512315270935
HIGH_VS_95LOW__HR2P__auto__0__0	HIGH_VS_LOOSER__HR2P__auto__0__2	0.667	0.998	0.6004813477737665	0.7498121712997746
HIGH_VS_95LOW__HR2P__auto__0__0	HIGH_VS_95LOW__HR2P__auto__0__3	0.981	0.998	0.965183752417795	0.9813176007866273
HIGH_VS_95LOW__HR2P__auto__0__0	HIGH_VS_LOOSER__HR2P__auto__0__3	0.668	0.998	0.6012048192771084	0.750375939849624
HIGH_VS_95LOW__HR2P__auto__0__0	HIGH_VS_95LOW__HR2P__auto__0__4	0.981	1.0	0.9633911368015414	0.9813542688910697
HIGH_VS_95LOW__HR2P__auto__0__0	HIGH_VS_LOOSER__HR2P__auto__0__4	0.671	1.0	0.6031363088057901	0.7524454477050414
HIGH_VS_95LOW__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PSR__0__42	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PSR__1__42	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PSR__2__42	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PSR__3__42	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PSR__0__0	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PSR__0__1	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PSR__0__2	0.9983333333333333	0.9966666666666667	1.0	0.9983305509181971
HIGH_VS_95LOW__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PSR__0__3	0.9983333333333333	0.9966666666666667	1.0	0.9983305509181971
HIGH_VS_95LOW__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PSR__0__4	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PIR__0__42	0.5533333333333333	1.0	0.528169014084507	0.6912442396313364
HIGH_VS_95LOW__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PIR__1__42	0.5533333333333333	1.0	0.528169014084507	0.6912442396313364
HIGH_VS_95LOW__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PIR__2__42	0.665	1.0	0.6510416666666666	0.7886435331230284
HIGH_VS_95LOW__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PIR__3__42	0.5533333333333333	1.0	0.528169014084507	0.6912442396313364
HIGH_VS_95LOW__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PIR__0__0	0.66	1.0	0.6476683937823834	0.7861635220125786
HIGH_VS_95LOW__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PIR__0__1	0.65875	1.0	0.6468305304010349	0.7855459544383346
HIGH_VS_95LOW__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PIR__0__2	0.535	0.9966666666666667	0.5181975736568457	0.6818700114025086
HIGH_VS_95LOW__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PIR__0__3	0.545	0.9966666666666667	0.5236427320490368	0.6865671641791045
HIGH_VS_95LOW__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PIR__0__4	0.5533333333333333	1.0	0.528169014084507	0.6912442396313364
HIGH_VS_LOOSER__HR2P__auto__0__0	HIGH_VS_95LOW__HR2P__auto__0__42	0.893	0.914	0.8771593090211133	0.8952007835455436
HIGH_VS_LOOSER__HR2P__auto__0__0	HIGH_VS_LOOSER__HR2P__auto__0__42	0.912	0.914	0.9103585657370518	0.9121756487025948
HIGH_VS_LOOSER__HR2P__auto__0__0	HIGH_VS_95LOW__HR2P__auto__1__42	0.893	0.914	0.8771593090211133	0.8952007835455436
HIGH_VS_LOOSER__HR2P__auto__0__0	HIGH_VS_LOOSER__HR2P__auto__1__42	0.912	0.914	0.9103585657370518	0.9121756487025948
HIGH_VS_LOOSER__HR2P__auto__0__0	HIGH_VS_95LOW__HR2P__auto__2__42	0.893	0.914	0.8771593090211133	0.8952007835455436
HIGH_VS_LOOSER__HR2P__auto__0__0	HIGH_VS_LOOSER__HR2P__auto__2__42	0.912	0.914	0.9103585657370518	0.9121756487025948
HIGH_VS_LOOSER__HR2P__auto__0__0	HIGH_VS_95LOW__HR2P__auto__3__42	0.893	0.914	0.8771593090211133	0.8952007835455436
HIGH_VS_LOOSER__HR2P__auto__0__0	HIGH_VS_LOOSER__HR2P__auto__3__42	0.912	0.914	0.9103585657370518	0.9121756487025948
HIGH_VS_LOOSER__HR2P__auto__0__0	HIGH_VS_95LOW__HR2P__auto__0__0	0.873	0.874	0.872255489021956	0.8731268731268732
HIGH_VS_LOOSER__HR2P__auto__0__0	HIGH_VS_LOOSER__HR2P__auto__0__0	0.865	0.874	0.8585461689587426	0.8662041625371654
HIGH_VS_LOOSER__HR2P__auto__0__0	HIGH_VS_95LOW__HR2P__auto__0__1	0.877	0.926	0.843351548269581	0.8827454718779789
HIGH_VS_LOOSER__HR2P__auto__0__0	HIGH_VS_LOOSER__HR2P__auto__0__1	0.92	0.926	0.9150197628458498	0.9204771371769385
HIGH_VS_LOOSER__HR2P__auto__0__0	HIGH_VS_95LOW__HR2P__auto__0__2	0.878	0.898	0.8634615384615385	0.8803921568627451
HIGH_VS_LOOSER__HR2P__auto__0__0	HIGH_VS_LOOSER__HR2P__auto__0__2	0.904	0.898	0.9089068825910931	0.9034205231388329
HIGH_VS_LOOSER__HR2P__auto__0__0	HIGH_VS_95LOW__HR2P__auto__0__3	0.891	0.928	0.8640595903165735	0.8948891031822567
HIGH_VS_LOOSER__HR2P__auto__0__0	HIGH_VS_LOOSER__HR2P__auto__0__3	0.912	0.928	0.8992248062015504	0.9133858267716536
HIGH_VS_LOOSER__HR2P__auto__0__0	HIGH_VS_95LOW__HR2P__auto__0__4	0.885	0.918	0.8611632270168855	0.8886737657308809
HIGH_VS_LOOSER__HR2P__auto__0__0	HIGH_VS_LOOSER__HR2P__auto__0__4	0.92	0.918	0.9216867469879518	0.9198396793587175
HIGH_VS_LOOSER__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PSR__0__42	0.94625	0.914	1.0	0.9550679205851619
HIGH_VS_LOOSER__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PSR__1__42	0.9516666666666667	0.9033333333333333	1.0	0.9492119089316988
HIGH_VS_LOOSER__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PSR__2__42	0.94625	0.914	1.0	0.9550679205851619
HIGH_VS_LOOSER__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PSR__3__42	0.9516666666666667	0.9033333333333333	1.0	0.9492119089316988
HIGH_VS_LOOSER__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PSR__0__0	0.92125	0.874	1.0	0.9327641408751334
HIGH_VS_LOOSER__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PSR__0__1	0.95375	0.926	1.0	0.9615784008307372
HIGH_VS_LOOSER__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PSR__0__2	0.9466666666666667	0.8933333333333333	1.0	0.9436619718309859
HIGH_VS_LOOSER__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PSR__0__3	0.96	0.92	1.0	0.9583333333333334
HIGH_VS_LOOSER__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PSR__0__4	0.9516666666666667	0.9033333333333333	1.0	0.9492119089316988
HIGH_VS_LOOSER__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PIR__0__42	0.6133333333333333	0.9033333333333333	0.5717299578059072	0.7002583979328165
HIGH_VS_LOOSER__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PIR__1__42	0.6133333333333333	0.9033333333333333	0.5717299578059072	0.7002583979328165
HIGH_VS_LOOSER__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PIR__2__42	0.6925	0.914	0.6924242424242424	0.7879310344827585
HIGH_VS_LOOSER__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PIR__3__42	0.6133333333333333	0.9033333333333333	0.5717299578059072	0.7002583979328165
HIGH_VS_LOOSER__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PIR__0__0	0.6625	0.874	0.6785714285714286	0.7639860139860141
HIGH_VS_LOOSER__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PIR__0__1	0.70125	0.926	0.6962406015037594	0.7948497854077254
HIGH_VS_LOOSER__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PIR__0__2	0.5666666666666667	0.8933333333333333	0.5403225806451613	0.6733668341708543
HIGH_VS_LOOSER__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PIR__0__3	0.595	0.92	0.5575757575757576	0.6943396226415096
HIGH_VS_LOOSER__HR2P__auto__0__0	ONE_VS_ONE__HR2P__HR2PIR__0__4	0.6133333333333333	0.9033333333333333	0.5717299578059072	0.7002583979328165
HIGH_VS_95LOW__HR2P__auto__0__1	HIGH_VS_95LOW__HR2P__auto__0__42	0.98	0.994	0.9669260700389105	0.980276134122288
HIGH_VS_95LOW__HR2P__auto__0__1	HIGH_VS_LOOSER__HR2P__auto__0__42	0.664	0.994	0.5987951807228916	0.7473684210526317
HIGH_VS_95LOW__HR2P__auto__0__1	HIGH_VS_95LOW__HR2P__auto__1__42	0.98	0.994	0.9669260700389105	0.980276134122288
HIGH_VS_95LOW__HR2P__auto__0__1	HIGH_VS_LOOSER__HR2P__auto__1__42	0.664	0.994	0.5987951807228916	0.7473684210526317
HIGH_VS_95LOW__HR2P__auto__0__1	HIGH_VS_95LOW__HR2P__auto__2__42	0.98	0.994	0.9669260700389105	0.980276134122288
HIGH_VS_95LOW__HR2P__auto__0__1	HIGH_VS_LOOSER__HR2P__auto__2__42	0.664	0.994	0.5987951807228916	0.7473684210526317
HIGH_VS_95LOW__HR2P__auto__0__1	HIGH_VS_95LOW__HR2P__auto__3__42	0.98	0.994	0.9669260700389105	0.980276134122288
HIGH_VS_95LOW__HR2P__auto__0__1	HIGH_VS_LOOSER__HR2P__auto__3__42	0.664	0.994	0.5987951807228916	0.7473684210526317
HIGH_VS_95LOW__HR2P__auto__0__1	HIGH_VS_95LOW__HR2P__auto__0__0	0.985	1.0	0.970873786407767	0.9852216748768473
HIGH_VS_95LOW__HR2P__auto__0__1	HIGH_VS_LOOSER__HR2P__auto__0__0	0.672	1.0	0.6038647342995169	0.7530120481927711
HIGH_VS_95LOW__HR2P__auto__0__1	HIGH_VS_95LOW__HR2P__auto__0__1	0.979	0.99	0.9686888454011742	0.9792284866468842
HIGH_VS_95LOW__HR2P__auto__0__1	HIGH_VS_LOOSER__HR2P__auto__0__1	0.66	0.99	0.5963855421686747	0.744360902255639
HIGH_VS_95LOW__HR2P__auto__0__1	HIGH_VS_95LOW__HR2P__auto__0__2	0.989	0.998	0.9803536345776032	0.9890981169474727
HIGH_VS_95LOW__HR2P__auto__0__1	HIGH_VS_LOOSER__HR2P__auto__0__2	0.667	0.998	0.6004813477737665	0.7498121712997746
HIGH_VS_95LOW__HR2P__auto__0__1	HIGH_VS_95LOW__HR2P__auto__0__3	0.984	0.996	0.97265625	0.9841897233201581
HIGH_VS_95LOW__HR2P__auto__0__1	HIGH_VS_LOOSER__HR2P__auto__0__3	0.675	0.996	0.6065773447015834	0.7539742619227857
HIGH_VS_95LOW__HR2P__auto__0__1	HIGH_VS_95LOW__HR2P__auto__0__4	0.984	0.998	0.9708171206225681	0.9842209072978304
HIGH_VS_95LOW__HR2P__auto__0__1	HIGH_VS_LOOSER__HR2P__auto__0__4	0.684	0.998	0.6130221130221131	0.7595129375951294
HIGH_VS_95LOW__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PSR__0__42	0.99625	0.994	1.0	0.9969909729187563
HIGH_VS_95LOW__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PSR__1__42	0.9966666666666667	0.9933333333333333	1.0	0.9966555183946488
HIGH_VS_95LOW__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PSR__2__42	0.99625	0.994	1.0	0.9969909729187563
HIGH_VS_95LOW__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PSR__3__42	0.9966666666666667	0.9933333333333333	1.0	0.9966555183946488
HIGH_VS_95LOW__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PSR__0__0	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PSR__0__1	0.99375	0.99	1.0	0.9949748743718593
HIGH_VS_95LOW__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PSR__0__2	0.9983333333333333	0.9966666666666667	1.0	0.9983305509181971
HIGH_VS_95LOW__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PSR__0__3	0.9983333333333333	0.9966666666666667	1.0	0.9983305509181971
HIGH_VS_95LOW__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PSR__0__4	0.9983333333333333	0.9966666666666667	1.0	0.9983305509181971
HIGH_VS_95LOW__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PIR__0__42	0.5433333333333333	0.9933333333333333	0.5228070175438596	0.6850574712643678
HIGH_VS_95LOW__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PIR__1__42	0.5433333333333333	0.9933333333333333	0.5228070175438596	0.6850574712643678
HIGH_VS_95LOW__HR2P__auto__0__1	ONE_VS_ONE__HR2P__HR2PIR__2__42	0.65625	0.994	0.64629388816645	0.7832939322301025
